Feature ID,Feature Name,Feature Description,Rule ID,Rule Title,Scenario ID,Scenario Title,Scenario Steps,Scenario Tags,Work Item ID,Work Item Type,Work Item Title,Effort Points,Completion Sprint
1163,"Administration: Definition of Done Checklist Management","",1189,"A Definition of done checklist tab can be saved",1191,"Definition of done checklist tab can be cancelled","Given a card on mission control Kanban board
When the 'definition of done' tab is selected
And a checkbox is ticked 
And a comment is entered
And the 'Cancel' button is pressed on the 'Details' tab
Then the changes made are not saved","",425,"User Story","[Kanban] Display definition of done checklist",2,"Sprint 20"
1163,"Administration: Definition of Done Checklist Management","",1189,"A Definition of done checklist tab can be saved",1190,"Definition of done checklist tab can be saved","Given a card on mission control Kanban board
When the 'definition of done' tab is selected
And the DoD is satisfied
And the 'Save' button is pressed on the 'Details' tab
Then the changes made are saved","",423,"User Story","[Kanban] Interacting with checklists from cards and saving the results",4,"Sprint 21"
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1193,"A definition of done is enforced on a project","Then the enforce flag is true on the project.json","",426,"User Story","[Administration] Enforce checklist from edit project",2,"Sprint 21"
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1194,"A definition of done is not enforced on a project","Then the enforce flag is false on the project.json","",426,"User Story","[Administration] Enforce checklist from edit project",2,"Sprint 21"
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1196,"A user moves a Work Item back when Checklists are enforced","Given a DoD checklist exists for the previous Workstate
And checklists are enforced
When a user moves the Work Item back (left) one more Workstates
Then the Work Item is moved back","",411,"User Story","[Kanban] Enforce checklists when moving Work Items between work states",1,"Sprint 21"
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1197,"Checklist enforcement prevents a user moving moving an finished card to the right","Given a DoD checklist exists for the current Workstate
And checklists are enforced
And the Checklist items are satisfied
When a user moves the Work Item to the next Workstate
Then the Work Item is successfully moved to the next Workstate","",,,,,
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1195,"Checklist enforcement prevents a user moving moving an unfinished card to the right","Given a DoD checklist exists for the current Workstate
And checklists are enforced
And the Work Item has unsatisfied list items
When a user attempts to move the Work Item to the next Workstate
Then an error is shown
And the card remains in the current Workstate","",427,"User Story","[Kanban] Preventing drag and drop (forward) when Definition Of Done is not met",3,"Sprint 21"
1163,"Administration: Definition of Done Checklist Management","",1192,"Definitions of done can be enforced for a project",1195,"Checklist enforcement prevents a user moving moving an unfinished card to the right","Given a DoD checklist exists for the current Workstate
And checklists are enforced
And the Work Item has unsatisfied list items
When a user attempts to move the Work Item to the next Workstate
Then an error is shown
And the card remains in the current Workstate","",411,"User Story","[Kanban] Enforce checklists when moving Work Items between work states",1,"Sprint 21"
673,"Administration: Project Management","",674,"A Project must have a plain text name",746,"A project cannot have a name containing non alpha-numeric characters","Given a user has entered 'Abc!' as a Project Name
And all other fields are complete
When the user presses 'Save'
Then an error is shown: ""Name cannot contain special characters""
And the new Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",674,"A Project must have a plain text name",745,"A Project has a name including only alpha-numeric characters","Given a user has entered an alpha-numeric Project Name: ""I am a new Project""
And all other fields are completed
When the user presses 'Save'
Then the list of Projects is displayed
And ""I am a new Project"" is listed","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",674,"A Project must have a plain text name",745,"A Project has a name including only alpha-numeric characters","Given a user has entered an alpha-numeric Project Name: ""I am a new Project""
And all other fields are completed
When the user presses 'Save'
Then the list of Projects is displayed
And ""I am a new Project"" is listed","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",674,"A Project must have a plain text name",745,"A Project has a name including only alpha-numeric characters","Given a user has entered an alpha-numeric Project Name: ""I am a new Project""
And all other fields are completed
When the user presses 'Save'
Then the list of Projects is displayed
And ""I am a new Project"" is listed","",259,"Defect","Renaming a project causes the project to lose associated elements",1,"Sprint 13"
673,"Administration: Project Management","",675,"A Project name has a maximum of 50 characters",748,"A project name has 51 characters","Given a user has entered a name as: ""AbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcde1""
And the other details are valid
When the user presses Save
Then an error message is shown: ""Name cannot exceed 50 characters""
And the new Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",675,"A Project name has a maximum of 50 characters",747,"A project name has 50 characters","Given a user has entered a name as: ""AbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcde""
And the other details are valid
When the user presses Save
Then the project is saved
And ""AbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcde"" appears in the Projects list","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",675,"A Project name has a maximum of 50 characters",747,"A project name has 50 characters","Given a user has entered a name as: ""AbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcde""
And the other details are valid
When the user presses Save
Then the project is saved
And ""AbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcdeAbcde"" appears in the Projects list","",259,"Defect","Renaming a project causes the project to lose associated elements",1,"Sprint 13"
673,"Administration: Project Management","",676,"A Project name cannot be empty",751,"A project name consists of only space characters","Given a user has entered ""   "" as a Project name
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""Name cannot be empty""
And the Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",676,"A Project name cannot be empty",750,"A project name has 1 alpha-numeric character","Given a user has given a Project name as ""1""
And the other fields are valid
When the user presses 'Save'
Then the project is saved
And ""1"" is added to the Project list","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",676,"A Project name cannot be empty",750,"A project name has 1 alpha-numeric character","Given a user has given a Project name as ""1""
And the other fields are valid
When the user presses 'Save'
Then the project is saved
And ""1"" is added to the Project list","",259,"Defect","Renaming a project causes the project to lose associated elements",1,"Sprint 13"
673,"Administration: Project Management","",676,"A Project name cannot be empty",750,"A project name has 1 alpha-numeric character","Given a user has given a Project name as ""1""
And the other fields are valid
When the user presses 'Save'
Then the project is saved
And ""1"" is added to the Project list","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",676,"A Project name cannot be empty",749,"A project name has 0 characters","Given a user has not entered any characters for a Project name
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""Name cannot be empty""
And the Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",676,"A Project name cannot be empty",749,"A project name has 0 characters","Given a user has not entered any characters for a Project name
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""Name cannot be empty""
And the Project is not saved","",277,"Defect","Modals with more than one error message are displayed on one line",1,"Sprint 14"
673,"Administration: Project Management","",677,"A Project must have a https Git repository address",753,"A project has an invalid git address","Given a user has entered an address with a no-https prefix: ""http://a.url""
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""Git URL is not valid https URL""
And the Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",677,"A Project must have a https Git repository address",752,"A project has a valid https git address","Given a user has entered an address with an https prefix: ""https://a.url""
And the other fields are valid
When the user presses 'Save'
Then the Project is saved
And the Project is added to the Project list","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",677,"A Project must have a https Git repository address",752,"A project has a valid https git address","Given a user has entered an address with an https prefix: ""https://a.url""
And the other fields are valid
When the user presses 'Save'
Then the Project is saved
And the Project is added to the Project list","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",678,"A Project must have a Workflow assigned",754,"A project has a workflow","Given a user has selected a Workflow option
And the other fields are valid
When the user presses 'Save'
Then the Project is saved
And the Project appears in the Project list","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",678,"A Project must have a Workflow assigned",754,"A project has a workflow","Given a user has selected a Workflow option
And the other fields are valid
When the user presses 'Save'
Then the Project is saved
And the Project appears in the Project list","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",678,"A Project must have a Workflow assigned",755,"A project has no workflow","Given a user has not selected a Workflow option
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""A workflow must be selected""
And the Project is not saved","",170,"User Story","[Administration] Adding a Project",8,"Sprint 8"
673,"Administration: Project Management","",678,"A Project must have a Workflow assigned",755,"A project has no workflow","Given a user has not selected a Workflow option
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""A workflow must be selected""
And the Project is not saved","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",678,"A Project must have a Workflow assigned",755,"A project has no workflow","Given a user has not selected a Workflow option
And the other fields are valid
When the user presses 'Save'
Then an error message is shown: ""A workflow must be selected""
And the Project is not saved","",277,"Defect","Modals with more than one error message are displayed on one line",1,"Sprint 14"
673,"Administration: Project Management","",699,"A Sprint can be created from a Project",756,"A new sprint is created from a project","Given an Administrator has pressed 'Add Sprint'
When they have entered a Sprint name
And press 'Save'
Then the Sprint is saved
And the Sprint appears in the Project Sprint list","",171,"User Story","[Administration] Adding Sprints to Projects",7,"Sprint 8"
673,"Administration: Project Management","",699,"A Sprint can be created from a Project",756,"A new sprint is created from a project","Given an Administrator has pressed 'Add Sprint'
When they have entered a Sprint name
And press 'Save'
Then the Sprint is saved
And the Sprint appears in the Project Sprint list","",318,"User Story","[Administrations] New Projects create first Sprint",2,"Sprint 14"
673,"Administration: Project Management","",706,"A Project Workflow cannot be changed once assigned",951,"A user attempts to change an assigned Workflow","Given a Workflow has been assigned to a Project
When a user attempts to edit the Workflow's Workstates
Then a message is displayed: ""An assigned Workflow cannot be changed""
And the user is not permitted to edit the Workflow's elements","",225,"User Story","Mop Up",0,"Sprint 10"
673,"Administration: Project Management","",815,"A Project can be edited",952,"A user renames a Project","Given an existing Project
When an administrator edits the Project
And changes [Field] from [CurrentValue] to [NewValue]
And presses Save
Then the Project is updated with the new details
And the Project is listed with it's new title

| Field | CurrentValue | NewValue |
|:--|:--|:--|
| Project | Sfotware | Software |","",225,"User Story","Mop Up",0,"Sprint 10"
673,"Administration: Project Management","",815,"A Project can be edited",952,"A user renames a Project","Given an existing Project
When an administrator edits the Project
And changes [Field] from [CurrentValue] to [NewValue]
And presses Save
Then the Project is updated with the new details
And the Project is listed with it's new title

| Field | CurrentValue | NewValue |
|:--|:--|:--|
| Project | Sfotware | Software |","",302,"Defect","[Administration] Renaming a project causes a crash",2,"Sprint 13"
673,"Administration: Project Management","",815,"A Project can be edited",952,"A user renames a Project","Given an existing Project
When an administrator edits the Project
And changes [Field] from [CurrentValue] to [NewValue]
And presses Save
Then the Project is updated with the new details
And the Project is listed with it's new title

| Field | CurrentValue | NewValue |
|:--|:--|:--|
| Project | Sfotware | Software |","",259,"Defect","Renaming a project causes the project to lose associated elements",1,"Sprint 13"
673,"Administration: Project Management","",920,"A Project can be deleted",953,"A user deletes a Project","Given an administrator selects a Project
When they press Delete
And confirms the request
Then the Project is deleted 
And is no longer available","",225,"User Story","Mop Up",0,"Sprint 10"
673,"Administration: Project Management","",920,"A Project can be deleted",953,"A user deletes a Project","Given an administrator selects a Project
When they press Delete
And confirms the request
Then the Project is deleted 
And is no longer available","",300,"Defect","[Administration] Delete project doesn't work",1,"Sprint 13"
673,"Administration: Project Management","",1004,"A Project must have a unique name",1005,"A user attempts to duplicate a Project name","Given a Project named 'Project'
When an Administrator creates a new Project called 'Project'
And the user presses Save
Then an error message is displayed: 'A Project already exists with that name. Please use a different name.'
And the new Project is not saved","",218,"Defect","[Administration] Can add duplicates of Projects and Workflows ",3,"Sprint 10"
673,"Administration: Project Management","",1004,"A Project must have a unique name",1005,"A user attempts to duplicate a Project name","Given a Project named 'Project'
When an Administrator creates a new Project called 'Project'
And the user presses Save
Then an error message is displayed: 'A Project already exists with that name. Please use a different name.'
And the new Project is not saved","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",1006,"A Project's git fork address must be unique",1009,"An Administrator duplicates another Project's git fork address","Given a Project which uses [GitForkAddress]
When an Administrator attempts to reuse [GitForkAddress] on another Project
And presses Save
Then an error message is displayed: 'A Project already exists with that Git URL. Please use a different URL.'
And the Project is not saved

[GitForkAddress] = 'https://github.com/mission-control-bluefruit/missioncontroltest2.git'","",218,"Defect","[Administration] Can add duplicates of Projects and Workflows ",3,"Sprint 10"
673,"Administration: Project Management","",1006,"A Project's git fork address must be unique",1009,"An Administrator duplicates another Project's git fork address","Given a Project which uses [GitForkAddress]
When an Administrator attempts to reuse [GitForkAddress] on another Project
And presses Save
Then an error message is displayed: 'A Project already exists with that Git URL. Please use a different URL.'
And the Project is not saved

[GitForkAddress] = 'https://github.com/mission-control-bluefruit/missioncontroltest2.git'","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",1006,"A Project's git fork address must be unique",1009,"An Administrator duplicates another Project's git fork address","Given a Project which uses [GitForkAddress]
When an Administrator attempts to reuse [GitForkAddress] on another Project
And presses Save
Then an error message is displayed: 'A Project already exists with that Git URL. Please use a different URL.'
And the Project is not saved

[GitForkAddress] = 'https://github.com/mission-control-bluefruit/missioncontroltest2.git'","",277,"Defect","Modals with more than one error message are displayed on one line",1,"Sprint 14"
673,"Administration: Project Management","",1007,"A Project must have a valid git fork address",1010,"A non-existent git fork address is entered","Given an Administrator has entered a valid format address
And the git fork is not available (or doesn't exist)
When the Project is saved
Then the Project modal is closed
And an error message is displayed: 'Project could not be cloned at this time.'
","",,,,,
673,"Administration: Project Management","",1007,"A Project must have a valid git fork address",1011,"A git fork address must be secure","An Administrator enters: ""http://www.github.com"" as a Git Address
When the user presses Save
Then an error message is displayed: 'Git URL is not valid https URL A workflow must be selected'
And the project is not saved","",,,,,
673,"Administration: Project Management","",1007,"A Project must have a valid git fork address",1008,"A user adds an existing Git repository address ","Given an Administrator is creating a new Project
When they add an existing git repository address
And presses Save
Then the git fork address is validated
And the Project is saved","",218,"Defect","[Administration] Can add duplicates of Projects and Workflows ",3,"Sprint 10"
673,"Administration: Project Management","",1007,"A Project must have a valid git fork address",1008,"A user adds an existing Git repository address ","Given an Administrator is creating a new Project
When they add an existing git repository address
And presses Save
Then the git fork address is validated
And the Project is saved","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",1007,"A Project must have a valid git fork address",1012,"A secure git address is accepted","Given an Administrator enters: ""https://www.gitbub.com/mission-control-bluefruit/test.git""
And the URL is not used by another project
When the user presses Save
Then the project is saved
And the system will attempt to clone the repo as a background operation","",301,"Defect","[Administration] Importing a project causes a crash",3,"Sprint 13"
673,"Administration: Project Management","",1040,"A user doesn't make any changes",1041,"A user closes the Project edit without making any changes","Given a user has selected a Project to edit
And they haven't made any changes
When [Action] is pressed
Then the Sprint Edit modal is closed
And the list of Projects is shown

[Action]: Save, Cancel","",316,"Defect","[Administration] Saving a Project without making changes causes a crash",1,"Sprint 14"
339,"Administration: Sprint Management","_As a Mission Control Administrator_
_I want to manage project Sprints_
_So that project work can be tracked over multiple Sprints_

add sprints to a project
5pts",1058,"Sprint dates can be selected",1102,"Sprint End date is adjusted to 10 working days after Sprint Start","Given a Sprint Edit modal window
When a Sprint Start date is selected
Then the Sprint End date is adjusted to be 10 working days later

Notes: The system does not account for public holidays, only weekends

Example:
| Start Date | End Date |
| 09/11/2020 | 20/11/2020 |
|  01/01/2021 | 14/01/2021 |
| 29/02/2020 |  13/03/2020 |
| 30/01/2021 |  12/02/2021 |
| 19/02/2024 |  04/03/2024 | (leap year check)","",334,"User Story","[Administration] Sprint dates calendar end date jumps to x-days after start date",1,"Sprint 20"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",838,"A User can be assigned to Projects",839,"A User joins a Project","Given a new User has been added to the system
And an Administrator finds [new User] from the Administration > Users pane
And presses the user's Project Roles button
When the Administrator assigns User for [Project]
And presses Save
Then the user will be able to access User features for [Project]","",188,"User Story","[Administration] Add Project access to a User",3,"Sprint 9"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",838,"A User can be assigned to Projects",839,"A User joins a Project","Given a new User has been added to the system
And an Administrator finds [new User] from the Administration > Users pane
And presses the user's Project Roles button
When the Administrator assigns User for [Project]
And presses Save
Then the user will be able to access User features for [Project]","",257,"Defect","[Administration] Creating a new user causes a misleading error despite user being saved",1,"Sprint 14"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",1038,"A user has been given access to a project","Given a user who has access to 2 projects
And both projects are available from the drop down
When the user is granted a role for a third project
Then their drop down menu will contain 3 projects
And the user will not have had to refresh to view the available projects","",299,"Defect","[Administration] Refresh top bar after user project role change",1,"Sprint 13"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",1039,"A user has project access removed","Given a user who has access to 3 projects
And all 3 projects are available from the drop down
When the user has their role removed for a project
Then their drop down menu will contain 2 projects
And the user will not have had to refresh to view the remaining available projects","",299,"Defect","[Administration] Refresh top bar after user project role change",1,"Sprint 13"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",841,"A User's role changes from User to Reviewer","Given an existing User
And an Administrator finds [User] from the Administration > Users pane
And presses the user's Project Roles button
When the Administrator reassigns User to [Role]
And presses Save
Then the user will be able to access [Role] features for [Project]

| Role |
|:--|
| Administrator |
| Stakeholder |
| Reviewer |","",189,"User Story","[Administration] Change a User's role for a Project",5,"Sprint 9"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",841,"A User's role changes from User to Reviewer","Given an existing User
And an Administrator finds [User] from the Administration > Users pane
And presses the user's Project Roles button
When the Administrator reassigns User to [Role]
And presses Save
Then the user will be able to access [Role] features for [Project]

| Role |
|:--|
| Administrator |
| Stakeholder |
| Reviewer |","",299,"Defect","[Administration] Refresh top bar after user project role change",1,"Sprint 13"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",841,"A User's role changes from User to Reviewer","Given an existing User
And an Administrator finds [User] from the Administration > Users pane
And presses the user's Project Roles button
When the Administrator reassigns User to [Role]
And presses Save
Then the user will be able to access [Role] features for [Project]

| Role |
|:--|
| Administrator |
| Stakeholder |
| Reviewer |","",329,"Defect","[Administration] Unable to alter System roles",1,"Sprint 14"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",1067,"A user is assigned a role within a Project","Given a user account
And the user is assigned a role within a Project
Then the user will have access according to their role

Examples:

| Section    | User | Reviewer  | Stakeholder | Administrator |
| :--        | :--  | :--       | :--         | :--           |
| Base       | Full | Full      | Full        | Full          |
| Briefing   | Full | Read only | Full        | Full          |
| Blast Off! | Full | Read only | Read only   | Full          |
| Launchpad  | Full | None      | Full        | Full          |
| Mission    | Full | Read only | Read only   | Full          |
| Re-entry   | Full | None      | None        | Full          |
| Touchdown  | Full | Full      | Full        | Full          |
| Administration | None | None | None | Full |
| Diagnostics | None | None | None | Read only |","",331,"Defect","Users switching projects can still see areas 'restricted' by their account",3,"Sprint 14"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",840,"A User can be assigned a Role for a Project",1067,"A user is assigned a role within a Project","Given a user account
And the user is assigned a role within a Project
Then the user will have access according to their role

Examples:

| Section    | User | Reviewer  | Stakeholder | Administrator |
| :--        | :--  | :--       | :--         | :--           |
| Base       | Full | Full      | Full        | Full          |
| Briefing   | Full | Read only | Full        | Full          |
| Blast Off! | Full | Read only | Read only   | Full          |
| Launchpad  | Full | None      | Full        | Full          |
| Mission    | Full | Read only | Read only   | Full          |
| Re-entry   | Full | None      | None        | Full          |
| Touchdown  | Full | Full      | Full        | Full          |
| Administration | None | None | None | Full |
| Diagnostics | None | None | None | Read only |","",381,"User Story","[Reviewers | Stakeholders] Read-only access for Mission, Briefing and Blast Off",3,"Sprint 17"
48,"Administration: User Management","_As a Mission Control Administrator_
_I want to manage users' roles and project visibility_
_So that they have the correct access to projects and Mission Control features_",1064,"A user can have System roles",1066,"A user is assigned a System role","Given a user account
And the user is assigned a system role 
Then the user's access to the system will depend on their role

Examples:

| Section        | User        | Admin   |
|:--|:--|:--|
| Administration | Not Visible | Visible |
| Diagnostics    | Not Visible | Visible |","",,,,,
679,"Administration: Workflow Management","",686,"A Workflow must have a plain text name",770,"A Workflow has a name that includes non alpha-numeric characters","Given a user has entered a Workflow name as: ""Workflow!""
When the user presses 'Save'
Then an error message is shown: ""Name cannot contain non-alphanumeric characters""
And the Workflow is not saved","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",686,"A Workflow must have a plain text name",769,"A Workflow has a name that includes only alpha-numeric characters","Given a user has entered a Workflow name as: ""Test Workflow 1""
When the user presses 'Save'
Then the Workflow is saved
And ""Test Workflow 1"" is an available Workflow","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",687,"A Workflow name cannot be empty",772,"A Workflow name has 1 character","Given a user has entered a Workflow name as: ""A""
When the user presses 'Save'
Then the Workflow is saved
And ""A"" is an available Workflow","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",687,"A Workflow name cannot be empty",773,"A Workflow name contains only space characters","Given a user has entered a Workflow name as: ""   ""
When the user presses 'Save'
Then an error message is shown: ""A workflow must have a name""
And the Workflow is not saved","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",687,"A Workflow name cannot be empty",771,"A Workflow name has 0 characters","Given a user has entered a Workflow name as: """"
When the user presses 'Save'
Then an error message is shown: ""A workflow must have a name""
And the Workflow is not saved","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",687,"A Workflow name cannot be empty",771,"A Workflow name has 0 characters","Given a user has entered a Workflow name as: """"
When the user presses 'Save'
Then an error message is shown: ""A workflow must have a name""
And the Workflow is not saved","",277,"Defect","Modals with more than one error message are displayed on one line",1,"Sprint 14"
679,"Administration: Workflow Management","",688,"A Workflow name can be a maximum of 25 characters",774,"A Workflow name has 25 characters","Given a user has entered a Workflow name as: ""AbcdeAbcdeAbcdeAbcdeAbcde""
When the user presses 'Save'
Then the Workflow is saved
And ""AbcdeAbcdeAbcdeAbcdeAbcde"" is an available Workflow","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",688,"A Workflow name can be a maximum of 25 characters",775,"A Workflow name has 26 characters","Given a user has entered a Workflow name as: ""AbcdeAbcdeAbcdeAbcdeAbcde1""
When the user presses 'Save'
Then an error message is shown: ""A name cannot exceed 25 characters""
And the Workflow is not saved","",173,"User Story","[Administration] Adding a Workflow",4,"Sprint 9"
679,"Administration: Workflow Management","",691,"Workstates can be added to a Workflow",776,"A new Workstate is added to an existing Workflow","Given a Workflow with the default 'Done' Workstate
When New Workstate is pressed
And the user enters 'In Progress' as Name
When the user presses Save
Then the new Workstate is saved
And the Workstate list contains 2 entries:
  Done
  In Progress","",174,"User Story","[Administration] Adding Workstates",4,"Sprint 9"
